X	Y	mean	nr_fire	nr_100km2	gridsize
-102.5	-15.5	0	0	0	1194118.639
-102.5	-14.5	0	0	0	1199716.282
-102.5	-13.5	0	0	0	1204948.479
-102.5	-12.5	0	0	0	1209813.637
-102.5	-11.5	0	0	0	1214310.274
-102.5	-10.5	0	0	0	1218437.02
-102.5	-9.5	0	0	0	1222192.619
-102.5	-8.5	0	0	0	1225575.926
-102.5	-7.5	0	0	0	1228585.91
-102.5	-6.5	0	0	0	1231221.655
-102.5	-5.5	0	0	0	1233482.358
-102.5	-4.5	0	0	0	1235367.33
-102.5	-3.5	0	0	0	1236875.997
-102.5	-2.5	0	0	0	1238007.9
-102.5	-1.5	0	0	0	1238762.693
-102.5	-0.5	0	0	0	1239140.147
-102.5	0.5	0	0	0	1239140.147
-102.5	1.5	0	0	0	1238762.693
-102.5	2.5	0	0	0	1238007.9
-102.5	3.5	0	0	0	1236875.997
-102.5	4.5	0	0	0	1235367.33
-102.5	5.5	0	0	0	1233482.358
-102.5	6.5	0	0	0	1231221.655
-102.5	7.5	0	0	0	1228585.91
-102.5	8.5	0	0	0	1225575.926
-102.5	9.5	0	0	0	1222192.619
-102.5	10.5	0	0	0	1218437.02
-102.5	11.5	0	0	0	1214310.274
-102.5	12.5	0	0	0	1209813.637
-102.5	13.5	0	0	0	1204948.479
-102.5	14.5	0	0	0	1199716.282
-102.5	15.5	0	0	0	1194118.639
-102.5	16.5	0	0	0	1188157.257
-102.5	17.5	22.29613	2	0.016922851	1181833.95
-101.5	-35.5	0	0	0	1008841.594
-101.5	-34.5	0	0	0	1021246.691
-101.5	-33.5	0	0	0	1033340.707
-101.5	-32.5	0	0	0	1045119.957
-101.5	-31.5	0	0	0	1056580.854
-101.5	-30.5	0	0	0	1067719.906
-101.5	-29.5	0	0	0	1078533.72
-101.5	-28.5	0	0	0	1089019.002
-101.5	-27.5	0	0	0	1099172.558
-101.5	-26.5	0	0	0	1108991.296
-101.5	-25.5	0	0	0	1118472.224
-101.5	-24.5	0	0	0	1127612.455
-101.5	-23.5	0	0	0	1136409.204
-101.5	-22.5	0	0	0	1144859.792
-101.5	-21.5	0	0	0	1152961.644
-101.5	-20.5	0	0	0	1160712.293
-101.5	-19.5	0	0	0	1168109.378
-101.5	-18.5	0	0	0	1175150.645
-101.5	-17.5	0	0	0	1181833.95
-101.5	-16.5	0	0	0	1188157.257
-101.5	-15.5	0	0	0	1194118.639
-101.5	-14.5	0	0	0	1199716.282
-101.5	-13.5	0	0	0	1204948.479
-101.5	-12.5	0	0	0	1209813.637
-101.5	-11.5	0	0	0	1214310.274
-101.5	-10.5	0	0	0	1218437.02
-101.5	-9.5	0	0	0	1222192.619
-101.5	-8.5	0	0	0	1225575.926
-101.5	-7.5	0	0	0	1228585.91
-101.5	-6.5	0	0	0	1231221.655
-101.5	-5.5	0	0	0	1233482.358
-101.5	-4.5	0	0	0	1235367.33
-101.5	-3.5	0	0	0	1236875.997
-101.5	-2.5	0	0	0	1238007.9
-101.5	-1.5	0	0	0	1238762.693
-101.5	-0.5	0	0	0	1239140.147
-101.5	0.5	0	0	0	1239140.147
-101.5	1.5	0	0	0	1238762.693
-101.5	2.5	0	0	0	1238007.9
-101.5	3.5	0	0	0	1236875.997
-101.5	4.5	0	0	0	1235367.33
-101.5	5.5	0	0	0	1233482.358
-101.5	6.5	0	0	0	1231221.655
-101.5	7.5	0	0	0	1228585.91
-101.5	8.5	0	0	0	1225575.926
-101.5	9.5	0	0	0	1222192.619
-101.5	10.5	0	0	0	1218437.02
-101.5	11.5	0	0	0	1214310.274
-101.5	12.5	0	0	0	1209813.637
-101.5	13.5	0	0	0	1204948.479
-101.5	14.5	0	0	0	1199716.282
-101.5	15.5	0	0	0	1194118.639
-101.5	16.5	0	0	0	1188157.257
-101.5	17.5	161.4165859	363	3.071497481	1181833.95
-100.5	-35.5	0	0	0	1008841.594
-100.5	-34.5	0	0	0	1021246.691
-100.5	-33.5	0	0	0	1033340.707
-100.5	-32.5	0	0	0	1045119.957
-100.5	-31.5	0	0	0	1056580.854
-100.5	-30.5	0	0	0	1067719.906
-100.5	-29.5	0	0	0	1078533.72
-100.5	-28.5	0	0	0	1089019.002
-100.5	-27.5	0	0	0	1099172.558
-100.5	-26.5	0	0	0	1108991.296
-100.5	-25.5	0	0	0	1118472.224
-100.5	-24.5	0	0	0	1127612.455
-100.5	-23.5	0	0	0	1136409.204
-100.5	-22.5	0	0	0	1144859.792
-100.5	-21.5	0	0	0	1152961.644
-100.5	-20.5	0	0	0	1160712.293
-100.5	-19.5	0	0	0	1168109.378
-100.5	-18.5	0	0	0	1175150.645
-100.5	-17.5	0	0	0	1181833.95
-100.5	-16.5	0	0	0	1188157.257
-100.5	-15.5	0	0	0	1194118.639
-100.5	-14.5	0	0	0	1199716.282
-100.5	-13.5	0	0	0	1204948.479
-100.5	-12.5	0	0	0	1209813.637
-100.5	-11.5	0	0	0	1214310.274
-100.5	-10.5	0	0	0	1218437.02
-100.5	-9.5	0	0	0	1222192.619
-100.5	-8.5	0	0	0	1225575.926
-100.5	-7.5	0	0	0	1228585.91
-100.5	-6.5	0	0	0	1231221.655
-100.5	-5.5	0	0	0	1233482.358
-100.5	-4.5	0	0	0	1235367.33
-100.5	-3.5	0	0	0	1236875.997
-100.5	-2.5	0	0	0	1238007.9
-100.5	-1.5	0	0	0	1238762.693
-100.5	-0.5	0	0	0	1239140.147
-100.5	0.5	0	0	0	1239140.147
-100.5	1.5	0	0	0	1238762.693
-100.5	2.5	0	0	0	1238007.9
-100.5	3.5	0	0	0	1236875.997
-100.5	4.5	0	0	0	1235367.33
-100.5	5.5	0	0	0	1233482.358
-100.5	6.5	0	0	0	1231221.655
-100.5	7.5	0	0	0	1228585.91
-100.5	8.5	0	0	0	1225575.926
-100.5	9.5	0	0	0	1222192.619
-100.5	10.5	0	0	0	1218437.02
-100.5	11.5	0	0	0	1214310.274
-100.5	12.5	0	0	0	1209813.637
-100.5	13.5	0	0	0	1204948.479
-100.5	14.5	0	0	0	1199716.282
-100.5	15.5	0	0	0	1194118.639
-100.5	16.5	89.18452	3	0.025249183	1188157.257
-100.5	17.5	318.3102693	944	7.987585734	1181833.95
-99.5	-35.5	0	0	0	1008841.594
-99.5	-34.5	0	0	0	1021246.691
-99.5	-33.5	0	0	0	1033340.707
-99.5	-32.5	0	0	0	1045119.957
-99.5	-31.5	0	0	0	1056580.854
-99.5	-30.5	0	0	0	1067719.906
-99.5	-29.5	0	0	0	1078533.72
-99.5	-28.5	0	0	0	1089019.002
-99.5	-27.5	0	0	0	1099172.558
-99.5	-26.5	0	0	0	1108991.296
-99.5	-25.5	0	0	0	1118472.224
-99.5	-24.5	0	0	0	1127612.455
-99.5	-23.5	0	0	0	1136409.204
-99.5	-22.5	0	0	0	1144859.792
-99.5	-21.5	0	0	0	1152961.644
-99.5	-20.5	0	0	0	1160712.293
-99.5	-19.5	0	0	0	1168109.378
-99.5	-18.5	0	0	0	1175150.645
-99.5	-17.5	0	0	0	1181833.95
-99.5	-16.5	0	0	0	1188157.257
-99.5	-15.5	0	0	0	1194118.639
-99.5	-14.5	0	0	0	1199716.282
-99.5	-13.5	0	0	0	1204948.479
-99.5	-12.5	0	0	0	1209813.637
-99.5	-11.5	0	0	0	1214310.274
-99.5	-10.5	0	0	0	1218437.02
-99.5	-9.5	0	0	0	1222192.619
-99.5	-8.5	0	0	0	1225575.926
-99.5	-7.5	0	0	0	1228585.91
-99.5	-6.5	0	0	0	1231221.655
-99.5	-5.5	0	0	0	1233482.358
-99.5	-4.5	0	0	0	1235367.33
-99.5	-3.5	0	0	0	1236875.997
-99.5	-2.5	0	0	0	1238007.9
-99.5	-1.5	0	0	0	1238762.693
-99.5	-0.5	0	0	0	1239140.147
-99.5	0.5	0	0	0	1239140.147
-99.5	1.5	0	0	0	1238762.693
-99.5	2.5	0	0	0	1238007.9
-99.5	3.5	0	0	0	1236875.997
-99.5	4.5	0	0	0	1235367.33
-99.5	5.5	0	0	0	1233482.358
-99.5	6.5	0	0	0	1231221.655
-99.5	7.5	0	0	0	1228585.91
-99.5	8.5	0	0	0	1225575.926
-99.5	9.5	0	0	0	1222192.619
-99.5	10.5	0	0	0	1218437.02
-99.5	11.5	0	0	0	1214310.274
-99.5	12.5	0	0	0	1209813.637
-99.5	13.5	0	0	0	1204948.479
-99.5	14.5	0	0	0	1199716.282
-99.5	15.5	0	0	0	1194118.639
-99.5	16.5	72.55088698	63	0.530232843	1188157.257
-99.5	17.5	298.7151558	674	5.703000832	1181833.95
-98.5	-35.5	0	0	0	1008841.594
-98.5	-34.5	0	0	0	1021246.691
-98.5	-33.5	0	0	0	1033340.707
-98.5	-32.5	0	0	0	1045119.957
-98.5	-31.5	0	0	0	1056580.854
-98.5	-30.5	0	0	0	1067719.906
-98.5	-29.5	0	0	0	1078533.72
-98.5	-28.5	0	0	0	1089019.002
-98.5	-27.5	0	0	0	1099172.558
-98.5	-26.5	0	0	0	1108991.296
-98.5	-25.5	0	0	0	1118472.224
-98.5	-24.5	0	0	0	1127612.455
-98.5	-23.5	0	0	0	1136409.204
-98.5	-22.5	0	0	0	1144859.792
-98.5	-21.5	0	0	0	1152961.644
-98.5	-20.5	0	0	0	1160712.293
-98.5	-19.5	0	0	0	1168109.378
-98.5	-18.5	0	0	0	1175150.645
-98.5	-17.5	0	0	0	1181833.95
-98.5	-16.5	0	0	0	1188157.257
-98.5	-15.5	0	0	0	1194118.639
-98.5	-14.5	0	0	0	1199716.282
-98.5	-13.5	0	0	0	1204948.479
-98.5	-12.5	0	0	0	1209813.637
-98.5	-11.5	0	0	0	1214310.274
-98.5	-10.5	0	0	0	1218437.02
-98.5	-9.5	0	0	0	1222192.619
-98.5	-8.5	0	0	0	1225575.926
-98.5	-7.5	0	0	0	1228585.91
-98.5	-6.5	0	0	0	1231221.655
-98.5	-5.5	0	0	0	1233482.358
-98.5	-4.5	0	0	0	1235367.33
-98.5	-3.5	0	0	0	1236875.997
-98.5	-2.5	0	0	0	1238007.9
-98.5	-1.5	0	0	0	1238762.693
-98.5	-0.5	0	0	0	1239140.147
-98.5	0.5	0	0	0	1239140.147
-98.5	1.5	0	0	0	1238762.693
-98.5	2.5	0	0	0	1238007.9
-98.5	3.5	0	0	0	1236875.997
-98.5	4.5	0	0	0	1235367.33
-98.5	5.5	0	0	0	1233482.358
-98.5	6.5	0	0	0	1231221.655
-98.5	7.5	0	0	0	1228585.91
-98.5	8.5	0	0	0	1225575.926
-98.5	9.5	0	0	0	1222192.619
-98.5	10.5	0	0	0	1218437.02
-98.5	11.5	0	0	0	1214310.274
-98.5	12.5	0	0	0	1209813.637
-98.5	13.5	0	0	0	1204948.479
-98.5	14.5	0	0	0	1199716.282
-98.5	15.5	0	0	0	1194118.639
-98.5	16.5	91.88403807	223	1.876855936	1188157.257
-98.5	17.5	233.9102518	560	4.738398317	1181833.95
-97.5	-35.5	0	0	0	1008841.594
-97.5	-34.5	0	0	0	1021246.691
-97.5	-33.5	0	0	0	1033340.707
-97.5	-32.5	0	0	0	1045119.957
-97.5	-31.5	0	0	0	1056580.854
-97.5	-30.5	0	0	0	1067719.906
-97.5	-29.5	0	0	0	1078533.72
-97.5	-28.5	0	0	0	1089019.002
-97.5	-27.5	0	0	0	1099172.558
-97.5	-26.5	0	0	0	1108991.296
-97.5	-25.5	0	0	0	1118472.224
-97.5	-24.5	0	0	0	1127612.455
-97.5	-23.5	0	0	0	1136409.204
-97.5	-22.5	0	0	0	1144859.792
-97.5	-21.5	0	0	0	1152961.644
-97.5	-20.5	0	0	0	1160712.293
-97.5	-19.5	0	0	0	1168109.378
-97.5	-18.5	0	0	0	1175150.645
-97.5	-17.5	0	0	0	1181833.95
-97.5	-16.5	0	0	0	1188157.257
-97.5	-15.5	0	0	0	1194118.639
-97.5	-14.5	0	0	0	1199716.282
-97.5	-13.5	0	0	0	1204948.479
-97.5	-12.5	0	0	0	1209813.637
-97.5	-11.5	0	0	0	1214310.274
-97.5	-10.5	0	0	0	1218437.02
-97.5	-9.5	0	0	0	1222192.619
-97.5	-8.5	0	0	0	1225575.926
-97.5	-7.5	0	0	0	1228585.91
-97.5	-6.5	0	0	0	1231221.655
-97.5	-5.5	0	0	0	1233482.358
-97.5	-4.5	0	0	0	1235367.33
-97.5	-3.5	0	0	0	1236875.997
-97.5	-2.5	0	0	0	1238007.9
-97.5	-1.5	0	0	0	1238762.693
-97.5	-0.5	0	0	0	1239140.147
-97.5	0.5	0	0	0	1239140.147
-97.5	1.5	0	0	0	1238762.693
-97.5	2.5	0	0	0	1238007.9
-97.5	3.5	0	0	0	1236875.997
-97.5	4.5	0	0	0	1235367.33
-97.5	5.5	0	0	0	1233482.358
-97.5	6.5	0	0	0	1231221.655
-97.5	7.5	0	0	0	1228585.91
-97.5	8.5	0	0	0	1225575.926
-97.5	9.5	0	0	0	1222192.619
-97.5	10.5	0	0	0	1218437.02
-97.5	11.5	0	0	0	1214310.274
-97.5	12.5	0	0	0	1209813.637
-97.5	13.5	0	0	0	1204948.479
-97.5	14.5	0	0	0	1199716.282
-97.5	15.5	86.70716111	9	0.075369395	1194118.639
-97.5	16.5	181.4839129	272	2.289259258	1188157.257
-97.5	17.5	551.4002987	52	0.439994129	1181833.95
-96.5	-35.5	0	0	0	1008841.594
-96.5	-34.5	0	0	0	1021246.691
-96.5	-33.5	0	0	0	1033340.707
-96.5	-32.5	0	0	0	1045119.957
-96.5	-31.5	0	0	0	1056580.854
-96.5	-30.5	0	0	0	1067719.906
-96.5	-29.5	0	0	0	1078533.72
-96.5	-28.5	0	0	0	1089019.002
-96.5	-27.5	0	0	0	1099172.558
-96.5	-26.5	0	0	0	1108991.296
-96.5	-25.5	0	0	0	1118472.224
-96.5	-24.5	0	0	0	1127612.455
-96.5	-23.5	0	0	0	1136409.204
-96.5	-22.5	0	0	0	1144859.792
-96.5	-21.5	0	0	0	1152961.644
-96.5	-20.5	0	0	0	1160712.293
-96.5	-19.5	0	0	0	1168109.378
-96.5	-18.5	0	0	0	1175150.645
-96.5	-17.5	0	0	0	1181833.95
-96.5	-16.5	0	0	0	1188157.257
-96.5	-15.5	0	0	0	1194118.639
-96.5	-14.5	0	0	0	1199716.282
-96.5	-13.5	0	0	0	1204948.479
-96.5	-12.5	0	0	0	1209813.637
-96.5	-11.5	0	0	0	1214310.274
-96.5	-10.5	0	0	0	1218437.02
-96.5	-9.5	0	0	0	1222192.619
-96.5	-8.5	0	0	0	1225575.926
-96.5	-7.5	0	0	0	1228585.91
-96.5	-6.5	0	0	0	1231221.655
-96.5	-5.5	0	0	0	1233482.358
-96.5	-4.5	0	0	0	1235367.33
-96.5	-3.5	0	0	0	1236875.997
-96.5	-2.5	0	0	0	1238007.9
-96.5	-1.5	0	0	0	1238762.693
-96.5	-0.5	0	0	0	1239140.147
-96.5	0.5	0	0	0	1239140.147
-96.5	1.5	0	0	0	1238762.693
-96.5	2.5	0	0	0	1238007.9
-96.5	3.5	0	0	0	1236875.997
-96.5	4.5	0	0	0	1235367.33
-96.5	5.5	0	0	0	1233482.358
-96.5	6.5	0	0	0	1231221.655
-96.5	7.5	0	0	0	1228585.91
-96.5	8.5	0	0	0	1225575.926
-96.5	9.5	0	0	0	1222192.619
-96.5	10.5	0	0	0	1218437.02
-96.5	11.5	0	0	0	1214310.274
-96.5	12.5	0	0	0	1209813.637
-96.5	13.5	0	0	0	1204948.479
-96.5	14.5	0	0	0	1199716.282
-96.5	15.5	67.74592615	26	0.217733809	1194118.639
-96.5	16.5	250.759014	77	0.648062363	1188157.257
-96.5	17.5	128.0730967	43	0.363841299	1181833.95
-95.5	-35.5	0	0	0	1008841.594
-95.5	-34.5	0	0	0	1021246.691
-95.5	-33.5	0	0	0	1033340.707
-95.5	-32.5	0	0	0	1045119.957
-95.5	-31.5	0	0	0	1056580.854
-95.5	-30.5	0	0	0	1067719.906
-95.5	-29.5	0	0	0	1078533.72
-95.5	-28.5	0	0	0	1089019.002
-95.5	-27.5	0	0	0	1099172.558
-95.5	-26.5	0	0	0	1108991.296
-95.5	-25.5	0	0	0	1118472.224
-95.5	-24.5	0	0	0	1127612.455
-95.5	-23.5	0	0	0	1136409.204
-95.5	-22.5	0	0	0	1144859.792
-95.5	-21.5	0	0	0	1152961.644
-95.5	-20.5	0	0	0	1160712.293
-95.5	-19.5	0	0	0	1168109.378
-95.5	-18.5	0	0	0	1175150.645
-95.5	-17.5	0	0	0	1181833.95
-95.5	-16.5	0	0	0	1188157.257
-95.5	-15.5	0	0	0	1194118.639
-95.5	-14.5	0	0	0	1199716.282
-95.5	-13.5	0	0	0	1204948.479
-95.5	-12.5	0	0	0	1209813.637
-95.5	-11.5	0	0	0	1214310.274
-95.5	-10.5	0	0	0	1218437.02
-95.5	-9.5	0	0	0	1222192.619
-95.5	-8.5	0	0	0	1225575.926
-95.5	-7.5	0	0	0	1228585.91
-95.5	-6.5	0	0	0	1231221.655
-95.5	-5.5	0	0	0	1233482.358
-95.5	-4.5	0	0	0	1235367.33
-95.5	-3.5	0	0	0	1236875.997
-95.5	-2.5	0	0	0	1238007.9
-95.5	-1.5	0	0	0	1238762.693
-95.5	-0.5	0	0	0	1239140.147
-95.5	0.5	0	0	0	1239140.147
-95.5	1.5	0	0	0	1238762.693
-95.5	2.5	0	0	0	1238007.9
-95.5	3.5	0	0	0	1236875.997
-95.5	4.5	0	0	0	1235367.33
-95.5	5.5	0	0	0	1233482.358
-95.5	6.5	0	0	0	1231221.655
-95.5	7.5	0	0	0	1228585.91
-95.5	8.5	0	0	0	1225575.926
-95.5	9.5	0	0	0	1222192.619
-95.5	10.5	0	0	0	1218437.02
-95.5	11.5	0	0	0	1214310.274
-95.5	12.5	0	0	0	1209813.637
-95.5	13.5	0	0	0	1204948.479
-95.5	14.5	0	0	0	1199716.282
-95.5	15.5	22.29613	1	0.008374377	1194118.639
-95.5	16.5	154.8439681	127	1.06888208	1188157.257
-95.5	17.5	110.8100702	133	1.1253696	1181833.95
-94.5	-35.5	0	0	0	1008841.594
-94.5	-34.5	0	0	0	1021246.691
-94.5	-33.5	0	0	0	1033340.707
-94.5	-32.5	0	0	0	1045119.957
-94.5	-31.5	0	0	0	1056580.854
-94.5	-30.5	0	0	0	1067719.906
-94.5	-29.5	0	0	0	1078533.72
-94.5	-28.5	0	0	0	1089019.002
-94.5	-27.5	0	0	0	1099172.558
-94.5	-26.5	0	0	0	1108991.296
-94.5	-25.5	0	0	0	1118472.224
-94.5	-24.5	0	0	0	1127612.455
-94.5	-23.5	0	0	0	1136409.204
-94.5	-22.5	0	0	0	1144859.792
-94.5	-21.5	0	0	0	1152961.644
-94.5	-20.5	0	0	0	1160712.293
-94.5	-19.5	0	0	0	1168109.378
-94.5	-18.5	0	0	0	1175150.645
-94.5	-17.5	0	0	0	1181833.95
-94.5	-16.5	0	0	0	1188157.257
-94.5	-15.5	0	0	0	1194118.639
-94.5	-14.5	0	0	0	1199716.282
-94.5	-13.5	0	0	0	1204948.479
-94.5	-12.5	0	0	0	1209813.637
-94.5	-11.5	0	0	0	1214310.274
-94.5	-10.5	0	0	0	1218437.02
-94.5	-9.5	0	0	0	1222192.619
-94.5	-8.5	0	0	0	1225575.926
-94.5	-7.5	0	0	0	1228585.91
-94.5	-6.5	0	0	0	1231221.655
-94.5	-5.5	0	0	0	1233482.358
-94.5	-4.5	0	0	0	1235367.33
-94.5	-3.5	0	0	0	1236875.997
-94.5	-2.5	0	0	0	1238007.9
-94.5	-1.5	0	0	0	1238762.693
-94.5	-0.5	0	0	0	1239140.147
-94.5	0.5	0	0	0	1239140.147
-94.5	1.5	0	0	0	1238762.693
-94.5	2.5	0	0	0	1238007.9
-94.5	3.5	0	0	0	1236875.997
-94.5	4.5	0	0	0	1235367.33
-94.5	5.5	0	0	0	1233482.358
-94.5	6.5	0	0	0	1231221.655
-94.5	7.5	0	0	0	1228585.91
-94.5	8.5	0	0	0	1225575.926
-94.5	9.5	0	0	0	1222192.619
-94.5	10.5	0	0	0	1218437.02
-94.5	11.5	0	0	0	1214310.274
-94.5	12.5	0	0	0	1209813.637
-94.5	13.5	0	0	0	1204948.479
-94.5	14.5	0	0	0	1199716.282
-94.5	15.5	0	0	0	1194118.639
-94.5	16.5	193.6865095	377	3.172980662	1188157.257
-94.5	17.5	192.1926052	200	1.692285113	1181833.95
-93.5	-35.5	0	0	0	1008841.594
-93.5	-34.5	0	0	0	1021246.691
-93.5	-33.5	0	0	0	1033340.707
-93.5	-32.5	0	0	0	1045119.957
-93.5	-31.5	0	0	0	1056580.854
-93.5	-30.5	0	0	0	1067719.906
-93.5	-29.5	0	0	0	1078533.72
-93.5	-28.5	0	0	0	1089019.002
-93.5	-27.5	0	0	0	1099172.558
-93.5	-26.5	0	0	0	1108991.296
-93.5	-25.5	0	0	0	1118472.224
-93.5	-24.5	0	0	0	1127612.455
-93.5	-23.5	0	0	0	1136409.204
-93.5	-22.5	0	0	0	1144859.792
-93.5	-21.5	0	0	0	1152961.644
-93.5	-20.5	0	0	0	1160712.293
-93.5	-19.5	0	0	0	1168109.378
-93.5	-18.5	0	0	0	1175150.645
-93.5	-17.5	0	0	0	1181833.95
-93.5	-16.5	0	0	0	1188157.257
-93.5	-15.5	0	0	0	1194118.639
-93.5	-14.5	0	0	0	1199716.282
-93.5	-13.5	0	0	0	1204948.479
-93.5	-12.5	0	0	0	1209813.637
-93.5	-11.5	0	0	0	1214310.274
-93.5	-10.5	0	0	0	1218437.02
-93.5	-9.5	0	0	0	1222192.619
-93.5	-8.5	0	0	0	1225575.926
-93.5	-7.5	0	0	0	1228585.91
-93.5	-6.5	0	0	0	1231221.655
-93.5	-5.5	0	0	0	1233482.358
-93.5	-4.5	0	0	0	1235367.33
-93.5	-3.5	0	0	0	1236875.997
-93.5	-2.5	0	0	0	1238007.9
-93.5	-1.5	0	0	0	1238762.693
-93.5	-0.5	0	0	0	1239140.147
-93.5	0.5	0	0	0	1239140.147
-93.5	1.5	0	0	0	1238762.693
-93.5	2.5	0	0	0	1238007.9
-93.5	3.5	0	0	0	1236875.997
-93.5	4.5	0	0	0	1235367.33
-93.5	5.5	0	0	0	1233482.358
-93.5	6.5	0	0	0	1231221.655
-93.5	7.5	0	0	0	1228585.91
-93.5	8.5	0	0	0	1225575.926
-93.5	9.5	0	0	0	1222192.619
-93.5	10.5	0	0	0	1218437.02
-93.5	11.5	0	0	0	1214310.274
-93.5	12.5	0	0	0	1209813.637
-93.5	13.5	0	0	0	1204948.479
-93.5	14.5	0	0	0	1199716.282
-93.5	15.5	144.3501802	97	0.812314596	1194118.639
-93.5	16.5	210.5958801	348	2.928905227	1188157.257
-93.5	17.5	174.0033296	143	1.209983856	1181833.95
-92.5	-35.5	0	0	0	1008841.594
-92.5	-34.5	0	0	0	1021246.691
-92.5	-33.5	0	0	0	1033340.707
-92.5	-32.5	0	0	0	1045119.957
-92.5	-31.5	0	0	0	1056580.854
-92.5	-30.5	0	0	0	1067719.906
-92.5	-29.5	0	0	0	1078533.72
-92.5	-28.5	0	0	0	1089019.002
-92.5	-27.5	0	0	0	1099172.558
-92.5	-26.5	0	0	0	1108991.296
-92.5	-25.5	0	0	0	1118472.224
-92.5	-24.5	0	0	0	1127612.455
-92.5	-23.5	0	0	0	1136409.204
-92.5	-22.5	0	0	0	1144859.792
-92.5	-21.5	0	0	0	1152961.644
-92.5	-20.5	0	0	0	1160712.293
-92.5	-19.5	0	0	0	1168109.378
-92.5	-18.5	0	0	0	1175150.645
-92.5	-17.5	0	0	0	1181833.95
-92.5	-16.5	0	0	0	1188157.257
-92.5	-15.5	0	0	0	1194118.639
-92.5	-14.5	0	0	0	1199716.282
-92.5	-13.5	0	0	0	1204948.479
-92.5	-12.5	0	0	0	1209813.637
-92.5	-11.5	0	0	0	1214310.274
-92.5	-10.5	0	0	0	1218437.02
-92.5	-9.5	0	0	0	1222192.619
-92.5	-8.5	0	0	0	1225575.926
-92.5	-7.5	0	0	0	1228585.91
-92.5	-6.5	0	0	0	1231221.655
-92.5	-5.5	0	0	0	1233482.358
-92.5	-4.5	0	0	0	1235367.33
-92.5	-3.5	0	0	0	1236875.997
-92.5	-2.5	0	0	0	1238007.9
-92.5	-1.5	0	0	0	1238762.693
-92.5	-0.5	0	0	0	1239140.147
-92.5	0.5	0	0	0	1239140.147
-92.5	1.5	0	0	0	1238762.693
-92.5	2.5	0	0	0	1238007.9
-92.5	3.5	0	0	0	1236875.997
-92.5	4.5	0	0	0	1235367.33
-92.5	5.5	0	0	0	1233482.358
-92.5	6.5	0	0	0	1231221.655
-92.5	7.5	0	0	0	1228585.91
-92.5	8.5	0	0	0	1225575.926
-92.5	9.5	0	0	0	1222192.619
-92.5	10.5	0	0	0	1218437.02
-92.5	11.5	0	0	0	1214310.274
-92.5	12.5	0	0	0	1209813.637
-92.5	13.5	0	0	0	1204948.479
-92.5	14.5	118.5629425	85	0.708500845	1199716.282
-92.5	15.5	234.3927495	236	1.976353037	1194118.639
-92.5	16.5	394.1340264	914	7.692584418	1188157.257
-92.5	17.5	100.0066014	171	1.446903772	1181833.95
-91.5	-35.5	0	0	0	1008841.594
-91.5	-34.5	0	0	0	1021246.691
-91.5	-33.5	0	0	0	1033340.707
-91.5	-32.5	0	0	0	1045119.957
-91.5	-31.5	0	0	0	1056580.854
-91.5	-30.5	0	0	0	1067719.906
-91.5	-29.5	0	0	0	1078533.72
-91.5	-28.5	0	0	0	1089019.002
-91.5	-27.5	0	0	0	1099172.558
-91.5	-26.5	0	0	0	1108991.296
-91.5	-25.5	0	0	0	1118472.224
-91.5	-24.5	0	0	0	1127612.455
-91.5	-23.5	0	0	0	1136409.204
-91.5	-22.5	0	0	0	1144859.792
-91.5	-21.5	0	0	0	1152961.644
-91.5	-20.5	0	0	0	1160712.293
-91.5	-19.5	0	0	0	1168109.378
-91.5	-18.5	0	0	0	1175150.645
-91.5	-17.5	0	0	0	1181833.95
-91.5	-16.5	0	0	0	1188157.257
-91.5	-15.5	0	0	0	1194118.639
-91.5	-14.5	0	0	0	1199716.282
-91.5	-13.5	0	0	0	1204948.479
-91.5	-12.5	0	0	0	1209813.637
-91.5	-11.5	0	0	0	1214310.274
-91.5	-10.5	0	0	0	1218437.02
-91.5	-9.5	0	0	0	1222192.619
-91.5	-8.5	0	0	0	1225575.926
-91.5	-7.5	0	0	0	1228585.91
-91.5	-6.5	0	0	0	1231221.655
-91.5	-5.5	0	0	0	1233482.358
-91.5	-4.5	0	0	0	1235367.33
-91.5	-3.5	0	0	0	1236875.997
-91.5	-2.5	0	0	0	1238007.9
-91.5	-1.5	0	0	0	1238762.693
-91.5	-0.5	0	0	0	1239140.147
-91.5	0.5	0	0	0	1239140.147
-91.5	1.5	0	0	0	1238762.693
-91.5	2.5	0	0	0	1238007.9
-91.5	3.5	0	0	0	1236875.997
-91.5	4.5	0	0	0	1235367.33
-91.5	5.5	0	0	0	1233482.358
-91.5	6.5	0	0	0	1231221.655
-91.5	7.5	0	0	0	1228585.91
-91.5	8.5	0	0	0	1225575.926
-91.5	9.5	0	0	0	1222192.619
-91.5	10.5	0	0	0	1218437.02
-91.5	11.5	0	0	0	1214310.274
-91.5	12.5	0	0	0	1209813.637
-91.5	13.5	96.87962796	113	0.937799433	1204948.479
-91.5	14.5	94.26782058	886	7.385079401	1199716.282
-91.5	15.5	192.7577934	172	1.440392892	1194118.639
-91.5	16.5	126.4321517	170	1.430787036	1188157.257
-91.5	17.5	101.7984061	578	4.890703977	1181833.95
-90.5	-35.5	0	0	0	1008841.594
-90.5	-34.5	0	0	0	1021246.691
-90.5	-33.5	0	0	0	1033340.707
-90.5	-32.5	0	0	0	1045119.957
-90.5	-31.5	0	0	0	1056580.854
