X	Y	mean	nr_fire	nr_100km2	gridsize
-169.5	-1.5	0	0	0	1238762.693
-169.5	-0.5	0	0	0	1239140.147
-169.5	0.5	0	0	0	1239140.147
-169.5	1.5	0	0	0	1238762.693
-169.5	2.5	0	0	0	1238007.9
-169.5	3.5	0	0	0	1236875.997
-169.5	4.5	0	0	0	1235367.33
-169.5	5.5	0	0	0	1233482.358
-169.5	6.5	0	0	0	1231221.655
-169.5	7.5	0	0	0	1228585.91
-169.5	8.5	0	0	0	1225575.926
-169.5	9.5	0	0	0	1222192.619
-169.5	10.5	0	0	0	1218437.02
-169.5	11.5	0	0	0	1214310.274
-169.5	12.5	0	0	0	1209813.637
-169.5	13.5	0	0	0	1204948.479
-169.5	14.5	0	0	0	1199716.282
-169.5	15.5	0	0	0	1194118.639
-169.5	16.5	0	0	0	1188157.257
-169.5	17.5	0	0	0	1181833.95
-168.5	-35.5	0	0	0	1008841.594
-168.5	-34.5	0	0	0	1021246.691
-168.5	-33.5	0	0	0	1033340.707
-168.5	-32.5	0	0	0	1045119.957
-168.5	-31.5	0	0	0	1056580.854
-168.5	-30.5	0	0	0	1067719.906
-168.5	-29.5	0	0	0	1078533.72
-168.5	-28.5	0	0	0	1089019.002
-168.5	-27.5	0	0	0	1099172.558
-168.5	-26.5	0	0	0	1108991.296
-168.5	-25.5	0	0	0	1118472.224
-168.5	-24.5	0	0	0	1127612.455
-168.5	-23.5	0	0	0	1136409.204
-168.5	-22.5	0	0	0	1144859.792
-168.5	-21.5	0	0	0	1152961.644
-168.5	-20.5	0	0	0	1160712.293
-168.5	-19.5	0	0	0	1168109.378
-168.5	-18.5	0	0	0	1175150.645
-168.5	-17.5	0	0	0	1181833.95
-168.5	-16.5	0	0	0	1188157.257
-168.5	-15.5	0	0	0	1194118.639
-168.5	-14.5	0	0	0	1199716.282
-168.5	-13.5	0	0	0	1204948.479
-168.5	-12.5	0	0	0	1209813.637
-168.5	-11.5	0	0	0	1214310.274
-168.5	-10.5	0	0	0	1218437.02
-168.5	-9.5	0	0	0	1222192.619
-168.5	-8.5	0	0	0	1225575.926
-168.5	-7.5	0	0	0	1228585.91
-168.5	-6.5	0	0	0	1231221.655
-168.5	-5.5	0	0	0	1233482.358
-168.5	-4.5	0	0	0	1235367.33
-168.5	-3.5	0	0	0	1236875.997
-168.5	-2.5	0	0	0	1238007.9
-168.5	-1.5	0	0	0	1238762.693
-168.5	-0.5	0	0	0	1239140.147
-168.5	0.5	0	0	0	1239140.147
-168.5	1.5	0	0	0	1238762.693
-168.5	2.5	0	0	0	1238007.9
-168.5	3.5	0	0	0	1236875.997
-168.5	4.5	0	0	0	1235367.33
-168.5	5.5	0	0	0	1233482.358
-168.5	6.5	0	0	0	1231221.655
